Player,Age,Team,Pos,GP,ATOI,G,A,PTS,S,SV,SavePer,FloStrength,Value,yearID,PlusMinus
Doug Jarvis,20,MTL,C,962,0,139,264,403,1289,NA,NA,-0.732,-22.73,1976,125
Doug Keans,24,LAK,G,185,54.37,NA,NA,NA,NA,4078,0.87,0.089,0.64,1982,NA
Doug Lecuyer,21,CHI,LW,124,0,10,31,41,154,NA,NA,-0.947,-3.79,1980,-38
Doug Lidster,37,NYR,D,889,0,75,268,343,1377,NA,NA,0.052,1.6000000000000003,1998,-60
Doug Mohns,34,CHI,LW,499,0,70,151,221,851,NA,NA,0.419,6.930000000000001,1968,9
Doug Morrison,20,BOS,RW,18,0,7,3,10,30,NA,NA,-0.029,-0.02,1981,5
Doug Palazzari,22,STL,LW,105,0,17,20,37,137,NA,NA,-0.751,-2.5300000000000002,1975,0
Doug Patey,20,WSH,RW,37,0,3,1,4,44,NA,NA,-1.427,-1.7,1977,-15
Doug Risebrough,21,MTL,C,740,0,185,286,471,1300,NA,NA,-0.131,-3.12,1975,213
Doug Roberts,25,DET,RW,402,0,39,103,142,628,NA,NA,-0.613,-8.18,1968,-115
Doug Robinson,27,LAK,LW,127,0,26,32,58,191,NA,NA,-0.186,-0.76,1968,-8
Doug Rombough,23,NYI,C,145,0,22,27,49,163,NA,NA,-0.855,-3.99,1974,6
Doug Shedden,20,PIT,C,415,0,139,186,325,939,NA,NA,0.448,6,1982,-123
Doug Smail,23,WPG,LW,845,0,210,249,459,1421,NA,NA,0.002,0.05000000000000022,1981,-35
Doug Smith,18,LAK,C,535,0,115,138,253,1084,NA,NA,-0.505,-8.709999999999999,1982,-130
Doug Soetaert,21,NYR,G,262,55.29,NA,NA,NA,NA,6225,0.87,-0.418,-4.92,1977,NA
Doug Sulliman,20,NYR,RW,631,0,160,168,328,1139,NA,NA,-0.08,-1.6399999999999997,1980,-142
Doug Volmar,27,DET,RW,60,0,13,7,20,76,NA,NA,-0.407,-0.79,1972,-1
Doug Weight,38,NYI,C,1238,2.29,278,755,1033,2655,NA,NA,0.66,26.34,2009,-58
Doug Wickenheiser,19,MTL,C,556,0,111,165,276,992,NA,NA,-0.45,-8.09,1981,36
Doug Wilson,20,CHI,D,1024,0,237,590,827,3297,NA,NA,1.33,46.93,1978,55
Doug Zmolek,27,LAK,D,467,0,11,53,64,298,NA,NA,-0.735,-11.84,1998,-84
Dougie Hamilton,23,CGY,D,814,20.64,147,340,487,2339,NA,NA,1.225,34.37,2017,69
Douglas Murray,28,SJS,D,518,15.56,7,57,64,454,NA,NA,-0.633,-11.29,2009,19
Drake Batherson,20,OTT,C,348,17.67,103,158,261,800,NA,NA,0.529,5.949999999999999,2019,-74
Drake Berehowsky,26,EDM,D,532,0,36,109,145,538,NA,NA,-0.11,-2.02,1998,-43
Drake Caggiula,22,EDM,LW,245,13.39,37,40,77,368,NA,NA,-0.765,-6.05,2017,-25
Drayson Bowman,20,CAR,C,46,13.09,8,7,15,87,NA,NA,-0.752,-1.1099999999999999,2010,1
Drew Bannister,23,EDM,D,160,0,5,25,30,148,NA,NA,-0.851,-4.6899999999999995,1998,-37
Drew Callander,22,VAN,C,32,0,4,1,5,41,NA,NA,-1.266,-1.31,1979,-10
Drew Commesso,22,CHI,G,2,35.67,NA,NA,NA,NA,22,0.85,0,0,2025,NA
Drew Doughty,27,LAK,D,1177,26.21,156,513,669,2443,NA,NA,1.022,41.47,2017,60
Drew Helleson,23,ANA,D,18,15.62,2,3,5,18,NA,NA,-0.67,-0.42,2025,-2
Drew Larman,21,FLA,C,16,0,2,0,2,15,NA,NA,-0.993,-0.51,2007,-3
Drew Miller,24,ANA,LW,423,13.29,45,47,92,575,NA,NA,-1.192,-16.26,2009,-19
Drew O'Connor,25,PIT,F,121,15.4,21,25,46,223,NA,NA,-0.552,-2.16,2024,1
Drew Shore,22,FLA,C,43,15.8,3,10,13,96,NA,NA,-1.08,-1.5,2013,-10
Drew Stafford,31,BOS,RW,841,14.99,196,232,428,1867,NA,NA,-0.042,-1.1299999999999997,2017,-58
Dryden Hunt,26,NYR,LW,76,12.28,6,11,17,94,NA,NA,-1.141,-2.8,2022,-10
Duane Rupp,29,TOR,D,365,0,24,92,116,663,NA,NA,0.105,1.32,1968,-29
Duane Sutter,19,NYI,RW,731,0,139,203,342,1175,NA,NA,-0.385,-9.08,1980,25
Duke Harris,25,TOR,RW,26,0,1,4,5,50,NA,NA,-1.507,-1.26,1968,-14
Dunc McCallum,27,PIT,D,185,0,14,35,49,249,NA,NA,-0.264,-1.69,1968,-53
Dunc Wilson,22,VAN,G,286,55.07,NA,NA,NA,NA,7406,0.88,-0.556,-7.55,1971,NA
Duncan Keith,33,CHI,D,1256,21.61,106,540,646,2526,NA,NA,1.078,46.68,2017,159
Duncan Siemens,24,COL,D,16,12.32,1,1,2,14,NA,NA,-1.452,-0.8,2018,-5
Dustin Boyd,22,CGY,C,162,11.53,24,26,50,194,NA,NA,-0.72,-3.75,2009,0
Dustin Brown,32,LAK,RW,1296,15.56,325,387,712,3360,NA,NA,0.122,5.07,2017,-36
Dustin Byfuglien,31,WPG,D,860,21.47,176,346,522,2594,NA,NA,1.083,32.24,2017,-6
Dustin Jeffrey,22,PIT,C,51,12.53,11,7,18,72,NA,NA,-0.557,-0.9099999999999999,2011,1
Dustin Penner,26,EDM,LW,589,13.42,151,159,310,1263,NA,NA,0.126,2.4,2009,6
Dustin Tokarski,31,BUF,G,63,57.87,NA,NA,NA,NA,1760,0.9,-0.399,-1.29,2021,NA
Dustin Wolf,22,CGY,G,38,58.45,NA,NA,NA,NA,999,0.9,0.137,0.7200000000000001,2024,NA
Duvie Westcott,25,CBJ,D,197,1.92,11,45,56,244,NA,NA,-0.251,-1.7000000000000002,2003,-40
Dušan Pašek,28,DAL,RW,48,0,4,10,14,86,NA,NA,-0.841,-1.3,1989,-8
Dwayne Hay,22,FLA,RW,68,0,2,4,6,53,NA,NA,-1.147,-2.52,2000,-6
Dwayne Norris,25,COL,RW,13,0,1,2,3,7,NA,NA,-0.792,-0.33,1995,1
Dwayne Roloson,39,EDM,G,592,56.79,NA,NA,NA,NA,15145,0.91,0.109,3.3900000000000006,2009,NA
Dwight Bialowas,22,DAL,D,153,0,11,46,57,213,NA,NA,0.375,1.98,1975,-14
Dwight Foster,20,BOS,C,541,0,111,163,274,651,NA,NA,-0.361,-6.3,1978,-42
Dwight King,27,MTL,LW,359,14.34,53,56,109,498,NA,NA,-0.75,-8.69,2017,5
Dwight Mathiasen,24,PIT,RW,23,0,0,6,6,29,NA,NA,-1.017,-0.75,1988,-7
Dwight Schofield,27,STL,D,206,0,7,22,29,95,NA,NA,-0.61,-4.27,1984,1
Dylan Coghlan,22,VEG,D,109,13.86,6,16,22,175,NA,NA,-0.856,-3.2199999999999998,2021,-9
Dylan Cozens,19,BUF,C,321,16.37,74,112,186,726,NA,NA,-0.032,-0.3299999999999996,2021,-55
Dylan DeMelo,23,SJS,D,596,18.49,18,134,152,659,NA,NA,0.215,4.4,2017,99
Dylan Gambrell,24,SJS,C,112,13.84,8,11,19,106,NA,NA,-1.23,-4.45,2021,-16
Dylan Guenther,19,ARI,RW,117,15.38,40,44,84,270,NA,NA,0.584,2.21,2023,-1
Dylan Holloway,23,STL,C,42,16.07,14,17,31,100,NA,NA,0.828,1.12,2025,8
Dylan Larkin,20,DET,C,692,19.43,229,312,541,2064,NA,NA,0.748,16.69,2017,-95
Dylan McIlrath,27,DET,D,61,13.72,2,4,6,46,NA,NA,-0.391,-0.8300000000000001,2020,4
Dylan Olsen,21,CHI,D,116,15.03,5,16,21,120,NA,NA,-0.852,-3.4099999999999997,2012,-15
Dylan Reese,25,NYI,D,74,15.73,3,14,17,65,NA,NA,-0.129,-0.33999999999999997,2010,-8
Dylan Samberg,23,WPG,D,177,15.87,6,31,37,167,NA,NA,-0.056,-0.35,2022,41
Dylan Strome,20,ARI,C,469,16.65,129,217,346,864,NA,NA,0.506,7.67,2018,-31
Dysin Mayo,25,ARI,D,67,20.92,4,8,12,76,NA,NA,-0.868,-2,2022,-22
Earl Anderson,23,BOS,RW,104,0,19,18,37,150,NA,NA,-0.628,-2.11,1975,-2
Earl Heiskala,26,PHI,LW,127,0,13,11,24,191,NA,NA,-1.12,-4.59,1969,-30
Earl Ingarfield,33,PIT,C,257,0,61,88,149,484,NA,NA,0.036,0.29999999999999993,1968,-41
Ed Belfour,32,DAL,G,963,57.84,NA,NA,NA,NA,22433,0.91,0.59,23.64,1998,NA
Ed Cooper,20,NJD,LW,47,0,7,7,14,52,NA,NA,-0.905,-1.37,1981,-6
Ed Courtenay,24,SJS,C,39,0,7,13,20,56,NA,NA,-0.396,-0.5,1993,-15
Ed Dyck,21,VAN,G,37,50.46,NA,NA,NA,NA,837,0.87,-1.77,-2.84,1972,NA
Ed Giacomin,28,NYR,G,497,58.47,NA,NA,NA,NA,12343,0.9,0.088,2.28,1968,NA
Ed Gilbert,22,NJD,C,159,0,21,31,52,282,NA,NA,-1.013,-5.2,1975,-75
Ed Hatoum,21,DET,RW,42,0,3,4,7,47,NA,NA,-1.21,-1.6400000000000001,1969,-13
Ed Hoekstra,30,PHI,C,70,0,15,21,36,126,NA,NA,-0.1,-0.22,1968,5
Ed Hospodar,20,NYR,D,450,0,17,51,68,324,NA,NA,-0.857,-13.3,1980,-45
Ed Jovanovski,32,ARI,D,1122,6.93,137,362,499,2187,NA,NA,0.412,15.950000000000001,2009,-82
Ed Kastelic,22,WSH,RW,210,0,11,8,19,91,NA,NA,-1.2,-8.13,1986,-19
Ed Kea,27,CGY,D,580,0,30,143,173,693,NA,NA,0.327,6.53,1975,88
Ed Patterson,21,PIT,RW,62,0,3,3,6,32,NA,NA,-1.081,-2.16,1994,-10
Ed Ronan,24,MTL,RW,179,0,13,23,36,140,NA,NA,-0.877,-5.06,1993,3
Ed Staniowski,20,STL,G,218,55.18,NA,NA,NA,NA,5420,0.87,-0.663,-6.13,1976,NA
Ed Van Impe,27,PHI,D,632,0,19,112,131,730,NA,NA,-0.217,-4.73,1968,72
Ed Ward,28,CGY,LW,265,0,21,24,45,230,NA,NA,-0.847,-7.24,1998,-17
Ed Westfall,27,BOS,RW,863,0,194,309,503,1613,NA,NA,0.066,1.8500000000000003,1968,149
Eddie Johnston,32,BOS,G,358,57.62,NA,NA,NA,NA,8822,0.89,-0.316,-4.84,1968,NA
Eddie Johnstone,23,NYR,RW,407,0,119,135,254,706,NA,NA,0.165,2.17,1978,3
Eddie Joyal,27,LAK,C,344,0,108,103,211,900,NA,NA,0.352,3.92,1968,-103
Eddie Läck,29,CAR,G,95,56.09,NA,NA,NA,NA,2223,0.9,-0.698,-2.8200000000000003,2017,NA
Eddie Mio,26,EDM,G,185,54.22,NA,NA,NA,NA,4453,0.86,-0.424,-3.15,1980,NA
Eddie Olczyk,31,PIT,LW,1031,0,342,452,794,2576,NA,NA,0.577,19.19,1998,-65
Eddie Shack,30,BOS,LW,487,0,133,113,246,1157,NA,NA,0.095,1.49,1968,-91
Eddy Beers,23,CGY,LW,245,0,93,115,208,569,NA,NA,0.747,5.91,1983,20
Eddy Godin,20,WSH,RW,18,0,3,3,6,23,NA,NA,-0.733,-0.43,1978,-14
Eeli Tolvanen,21,NSH,RW,298,14.46,64,68,132,550,NA,NA,-0.301,-2.9,2021,-29
Eetu Luostarinen,22,FLA,C,327,14.92,47,72,119,412,NA,NA,-0.668,-7.029999999999999,2021,12
Egor Yakovlev,27,NJD,D,25,15.67,2,5,7,24,NA,NA,-0.474,-0.41,2019,-6
Elias Lindholm,22,CAR,C,861,18.48,225,352,577,1861,NA,NA,0.407,11.31,2017,9
Elias Pettersson,20,VAN,C,441,19.12,180,260,440,1092,NA,NA,1.513,21.52,2019,53
Elmer Söderblom,21,DET,RW,32,13.41,6,8,14,47,NA,NA,-0.605,-0.62,2023,-7
Elvis Merzļikins,25,CBJ,G,270,47.68,NA,NA,NA,NA,NA,NA,-0.21,-2.6,2020,NA
Emanuel Viveiros,22,DAL,D,24,0,1,9,10,35,NA,NA,-0.031,-0.03,1988,-5
Emerson Etem,21,ANA,LW,132,12.76,19,17,36,221,NA,NA,-0.901,-3.83,2014,-15
Emil Andrae,22,PHI,D,20,19.3,1,4,5,25,NA,NA,0.65,0.45,2025,3
Emil Bemström,20,CBJ,C,131,12.3,20,27,47,220,NA,NA,-0.715,-3.02,2020,-19
Emil Heineman,23,MTL,LW,39,11.08,10,7,17,45,NA,NA,0.208,0.26,2025,2
Emil Martinsen Lilleberg,22,TBL,D,72,15.78,0,13,13,53,NA,NA,-1.286,-3.19,2024,-19
Enrico Ciccone,27,TBL,D,360,0,10,18,28,288,NA,NA,-0.782,-9.71,1998,-8
Enver Lisin,22,ARI,RW,78,11.53,18,10,28,167,NA,NA,-0.548,-1.38,2009,-36
Eric Beaudoin,22,FLA,LW,45,0,2,5,7,41,NA,NA,-0.964,-1.4,2003,-13
Eric Boguniecki,27,STL,RW,154,0,34,41,75,205,NA,NA,0.373,1.8399999999999999,2003,18
Eric Boulton,24,BUF,LW,268,0,12,21,33,164,NA,NA,-1.045,-9.04,2001,-5
Eric Brewer,29,STL,D,1009,10.51,77,194,271,1405,NA,NA,-0.254,-8.82,2009,-99
Eric Cairns,23,NYR,D,447,0,10,29,39,218,NA,NA,-0.945,-14.55,1998,-46
Eric Chouinard,20,MTL,C,89,0,11,11,22,116,NA,NA,-0.631,-1.81,2001,-8
Eric Comrie,26,WPG,G,47,56.76,NA,NA,NA,NA,1285,0.9,0.061,0.14000000000000015,2022,NA
Eric Fehr,24,WSH,RW,379,13.05,82,75,157,715,NA,NA,-0.243,-2.96,2010,43
Eric Godard,22,NYI,RW,126,0,2,4,6,31,NA,NA,-1.262,-5.13,2003,-7
Eric Gryba,28,EDM,D,289,16.94,7,36,43,305,NA,NA,-0.437,-4.36,2017,15
Eric Lacroix,26,COL,LW,469,0,67,70,137,554,NA,NA,-0.38,-5.74,1998,-23
Eric Lindros,24,PHI,C,760,0,372,493,865,2312,NA,NA,2.164,53.05,1998,215
Eric Manlow,28,NYI,C,18,0,0,2,2,10,NA,NA,-1.294,-0.75,2004,-2
Eric Nesterenko,34,CHI,C,324,0,54,83,137,404,NA,NA,-0.373,-3.8800000000000003,1968,44
Eric Nickulas,24,BOS,RW,101,0,15,22,37,163,NA,NA,-0.301,-0.98,2000,-7
Eric Nystrom,26,CGY,LW,425,13.76,60,36,96,505,NA,NA,-0.973,-13.35,2010,-54
Eric Robinson,25,CBJ,LW,236,13.23,39,50,89,323,NA,NA,-0.568,-4.32,2021,-9
Eric Staal,32,MIN,C,1365,15.74,455,608,1063,4041,NA,NA,1.038,45.7,2017,-83
Eric Vail,20,CGY,LW,591,0,216,260,476,1388,NA,NA,0.865,16.490000000000002,1974,37
Eric Weinrich,31,CHI,D,1155,0,70,318,388,1458,NA,NA,0.291,11.620000000000001,1998,57
Erik Andersson,26,CGY,C,12,0,2,1,3,11,NA,NA,-0.629,-0.24,1998,-4
Erik Brännström,22,OTT,D,155,17.15,5,35,40,193,NA,NA,-0.313,-1.6800000000000002,2022,-16
Erik Christensen,25,ANA,C,338,9.84,61,90,151,644,NA,NA,-0.371,-4.04,2009,-11
Erik Cole,30,CAR,LW,892,10.55,265,267,532,2050,NA,NA,0.527,15.16,2009,-7
Erik Condra,24,OTT,RW,223,14.24,27,44,71,367,NA,NA,-0.942,-6.7700000000000005,2011,26
Erik Ersberg,26,LAK,G,42,54.19,NA,NA,NA,NA,1005,0.91,0.137,0.5200000000000001,2009,NA
Erik Gudbranson,25,VAN,D,789,18.6,34,99,133,1045,NA,NA,-0.889,-24.18,2017,-125
Erik Gustafsson,25,CHI,D,575,18.56,52,201,253,841,NA,NA,0.694,13.76,2018,11
Erik Haula,25,MIN,C,686,15.13,141,171,312,1236,NA,NA,-0.251,-5.55,2017,34
Erik Johnson,28,COL,D,998,20.78,94,250,344,1927,NA,NA,0.324,11.17,2017,-15
Erik Karlsson,26,OTT,D,1044,25.29,193,654,847,2887,NA,NA,1.586,57.120000000000005,2017,-106
Erik Källgren,25,TOR,G,14,55.64,NA,NA,NA,NA,342,0.89,-1.386,-0.88,2022,NA
Erik Portillo,24,LAK,G,1,58.62,NA,NA,NA,NA,28,0.97,0,0,2025,NA
Erik Rasmussen,20,BUF,C,545,0,52,76,128,596,NA,NA,-0.738,-12.96,1998,5
Erik Westrum,24,ARI,C,15,0,1,1,2,29,NA,NA,-1.097,-0.53,2004,-3
Erik Černák,21,TBL,D,409,19.56,33,122,155,638,NA,NA,0.346,4.76,2019,45
Ernie Hicke,23,CLE,LW,520,0,132,140,272,1067,NA,NA,0.024,0.39999999999999997,1971,-142
Ernie Wakely,29,STL,G,111,55.07,NA,NA,NA,NA,2753,0.91,0.341,1.7,1970,NA
Errol Rausse,20,WSH,LW,24,0,6,2,8,24,NA,NA,-0.459,-0.36,1980,4
Errol Thompson,22,TOR,LW,598,0,208,185,393,1355,NA,NA,0.523,10.09,1973,-14
Esa Lindell,22,DAL,D,639,22.08,52,152,204,989,NA,NA,0.603,13.27,2017,119
Esa Pirnes,26,LAK,C,57,0,3,8,11,57,NA,NA,-0.973,-1.79,2004,-9
Esa Tikkanen,33,WSH,LW,877,0,244,386,630,1903,NA,NA,0.52,14.71,1998,82
Espen Knutsen,26,ANA,C,207,0,30,81,111,224,NA,NA,0.061,0.3900000000000001,1998,-61
Ethan Bear,20,EDM,D,275,18.5,17,50,67,368,NA,NA,-0.214,-2.03,2018,-14
Ethan Cardwell,22,SJS,RW,6,11.53,1,0,1,5,NA,NA,0,0,2025,-2
Ethan Moreau,33,EDM,LW,885,3.55,145,136,281,1509,NA,NA,-0.41,-11.71,2009,-9
Evan Bouchard,21,EDM,D,298,20.58,47,153,200,722,NA,NA,1.473,15.14,2021,58
Evan Rodrigues,23,BUF,LW,459,15.49,81,131,212,1062,NA,NA,-0.467,-6.91,2017,3
Evander Kane,25,BUF,LW,930,18.7,326,291,617,3248,NA,NA,0.621,18.64,2017,-50
Everett Sanipass,19,CHI,LW,157,0,24,31,55,176,NA,NA,-0.543,-2.75,1988,-35
Evgeni Malkin,30,PIT,C,1186,18.37,506,822,1328,3756,NA,NA,2.027,77.57000000000001,2017,35
Evgeni Nabokov,33,SJS,G,675,58.05,NA,NA,NA,NA,16401,0.91,0.407,12.18,2009,NA
Evgenii Dadonov,28,FLA,RW,557,16.1,152,185,337,1119,NA,NA,0.296,5.3100000000000005,2018,-12
Evgeny Artyukhin,22,TBL,RW,72,0,4,13,17,79,NA,NA,-0.875,-2.03,2006,-4
Evgeny Davydov,24,WPG,LW,152,0,39,37,76,274,NA,NA,0.06,0.3,1992,-4
Evgeny Korolev,21,NYI,D,34,0,1,4,5,16,NA,NA,-1.055,-1.23,2000,-10
Evgeny Kuznetsov,24,WSH,C,743,17.5,173,402,575,1575,NA,NA,0.508,12.18,2017,38
Evgeny Medvedev,33,PHI,D,45,18.83,4,8,12,71,NA,NA,0.527,0.82,2016,5
Evgeny Namestnikov,22,VAN,D,33,0,0,8,8,29,NA,NA,-0.24,-0.27,1994,0
Fabian Zetterlund,22,NJD,W,206,16.38,44,58,102,445,NA,NA,-0.237,-1.5700000000000003,2022,-29
Fedor Svechkov,21,NSH,C,12,12.42,3,1,4,14,NA,NA,-0.315,-0.12,2025,-2
Fedor Tyutin,33,COL,D,872,17.48,55,209,264,1179,NA,NA,-0.013,-0.39999999999999963,2017,-53
Felix Sandström,26,PHI,G,20,55.65,NA,NA,NA,NA,506,0.88,-1.584,-1.49,2023,NA
Fern LeBlanc,23,DET,RW,29,0,5,6,11,27,NA,NA,-0.618,-0.58,1979,1
Fern Rivard,23,DAL,G,55,51.93,NA,NA,NA,NA,1427,0.88,-1.122,-2.77,1969,NA
Fernando Pisani,32,EDM,RW,462,6.16,87,82,169,698,NA,NA,-0.339,-5.05,2009,5
Filip Chytil,18,NYR,C,370,14.04,74,87,161,750,NA,NA,-0.368,-4.39,2018,-5
Filip Forsberg,22,NSH,LW,721,18.19,296,337,633,2307,NA,NA,1.386,32.25,2017,43
Filip Gustavsson,22,OTT,G,139,57.5,NA,NA,NA,NA,3743,0.92,0.738,5.68,2021,NA
Filip Hronek,21,DET,D,411,22.58,36,178,214,741,NA,NA,0.65,9.21,2019,-41
Filip Kuba,32,OTT,D,831,10.49,70,262,332,1194,NA,NA,0.447,12.83,2009,-58
Filip Roos,24,CHI,D,17,16.22,1,2,3,19,NA,NA,-0.647,-0.38,2023,-5
Filip Zadina,19,DET,RW,262,14.46,41,50,91,517,NA,NA,-0.783,-6.62,2019,-95
Florent Robidoux,20,CHI,LW,39,0,6,2,8,31,NA,NA,-1.027,-1.29,1981,-6
Floyd Smith,32,TOR,RW,265,0,49,66,115,424,NA,NA,-0.251,-2.15,1968,9
Floyd Thomson,22,STL,LW,394,0,53,93,146,520,NA,NA,-0.678,-8.620000000000001,1972,-21
Forbes Kennedy,32,PHI,C,145,0,18,28,46,171,NA,NA,-0.836,-3.91,1968,-21
Fran Huck,25,STL,C,92,0,24,30,54,133,NA,NA,-0.096,-0.29000000000000004,1971,4
Francis Bouillon,33,MTL,D,776,9.76,32,117,149,733,NA,NA,-0.508,-13.6,2009,-27
Francis Lessard,23,WPG,RW,80,0,1,3,4,26,NA,NA,-1.27,-3.28,2003,-4
Frank Banham,22,ANA,RW,21,0,9,2,11,43,NA,NA,0.787,0.53,1998,-6
Frank Bathe,20,DET,D,216,0,3,27,30,182,NA,NA,-0.909,-6.779999999999999,1975,23
Frank Beaton,26,NYR,LW,23,0,1,1,2,19,NA,NA,-1.336,-0.99,1980,-5
Frank Breault,23,LAK,RW,17,0,1,4,5,12,NA,NA,-0.844,-0.46,1991,-1
Frank Caprice,21,VAN,G,94,55.74,NA,NA,NA,NA,2248,0.86,-0.913,-3.9,1984,NA
Frank Corrado,20,VAN,D,64,14.2,3,5,8,74,NA,NA,-1.662,-3.67,2014,-21
Frank Mahovlich,30,DET,LW,511,0,256,286,542,1663,NA,NA,2.078,34.25,1968,172
Frank Nazar,21,CHI,C,11,13.55,0,2,2,10,NA,NA,-1.157,-0.41,2025,-5
Frank Nigro,22,TOR,RW,68,0,8,18,26,95,NA,NA,-0.807,-1.77,1983,-7
Frank Pietrangelo,23,PIT,G,131,50.43,NA,NA,NA,NA,3100,0.87,-0.858,-4.92,1988,NA
Frank Simonetti,22,BOS,D,115,0,5,8,13,75,NA,NA,-1.02,-4.04,1985,-9
Frank Spring,25,STL,RW,57,0,14,18,32,95,NA,NA,-0.073,-0.13,1975,-8
Frank St. Marseille,28,STL,RW,707,0,140,285,425,1595,NA,NA,-0.124,-2.82,1968,32
Frank Vatrano,22,BOS,C,523,15.53,156,117,273,1438,NA,NA,0.112,1.8800000000000003,2017,-58
Frans Nielsen,32,DET,C,909,16.52,165,305,470,1666,NA,NA,-0.121,-3.54,2017,-38
František Kaberle,28,CBJ,D,552,4.84,29,163,192,753,NA,NA,0.425,8.08,2009,-22
František Kučera,32,PIT,D,281,0,15,49,64,401,NA,NA,-0.292,-2.8200000000000003,2001,8
František Musil,33,EDM,D,522,0,20,84,104,470,NA,NA,0.132,2.4,1998,87
František Černík,31,DET,LW,49,0,5,4,9,50,NA,NA,-1.127,-1.78,1985,-7
Françoi Šmíd,32,ANA,D,96,21.89,7,21,28,104,NA,NA,0.522,1.7200000000000002,2013,18
François Beauchemin,28,ANA,D,835,19.72,73,195,268,1409,NA,NA,0.42,12.08,2009,33
François Lacombe,20,CLE,D,72,0,2,16,18,102,NA,NA,-0.107,-0.27,1969,-9
François Leroux,27,COL,LW,238,0,3,17,20,89,NA,NA,-0.696,-5.58,1998,-1
Fraser Minten,20,TOR,C,11,12.78,2,2,4,13,NA,NA,-0.456,-0.16,2025,0
Fred Ahern,23,CLE,RW,143,0,29,29,58,236,NA,NA,-0.47,-2.17,1976,-46
Fred Arthur,20,PHI,D,74,0,1,7,8,33,NA,NA,-1.354,-3.45,1982,-6
Fred Barrett,21,DAL,D,745,0,25,123,148,719,NA,NA,-0.48,-12.33,1971,-107
Fred Boimistruck,20,TOR,D,83,0,4,14,18,74,NA,NA,0.221,0.64,1982,6
Fred Brathwaite,26,CGY,G,247,54.84,NA,NA,NA,NA,5587,0.9,-0.237,-1.7400000000000002,1999,NA
Fred Hucul,36,STL,D,43,0,2,13,15,85,NA,NA,0.144,0.21,1968,-3
Fred Knipscheer,25,BOS,LW,16,0,3,1,4,20,NA,NA,-0.492,-0.25,1995,1
Fred O'Donnell,23,BOS,RW,115,0,15,11,26,95,NA,NA,-0.899,-3.34,1973,6
Fred Speck,24,VAN,C,18,0,1,2,3,23,NA,NA,-1.203,-0.7,1972,-15
Fred Stanfield,23,BOS,C,807,0,201,393,594,1939,NA,NA,0.155,4.03,1968,47
Fred Williams,20,DET,C,44,0,2,5,7,32,NA,NA,-1.721,-2.44,1977,-17
Freddy Meyer,28,NYI,D,280,10.49,20,53,73,263,NA,NA,-0.169,-1.64,2009,-20
Frederik Andersen,27,TOR,G,499,57.73,NA,NA,NA,NA,13338,0.92,0.516,12.43,2017,NA
Fredrik Claesson,24,OTT,D,150,15.75,6,20,26,144,NA,NA,-0.274,-1.42,2017,-5
Fredrik Modin,34,CBJ,LW,858,2.19,225,227,452,1902,NA,NA,0.396,10.95,2009,3
Fredrik Norrena,33,CBJ,G,92,53.39,NA,NA,NA,NA,2050,0.9,-0.276,-0.92,2007,NA
Fredrik Olausson,31,PIT,D,1022,0,147,434,581,1869,NA,NA,0.933,32.86,1998,-29
Fredrik Sjöström,25,NYR,RW,358,5.02,41,47,88,512,NA,NA,-0.885,-10.23,2009,-30
Frédéric St. Denis,36,CBJ,C,99,17.3,17,41,58,176,NA,NA,0.306,1.01,2012,-8
Frédérick Gaudreau,24,BOS,RW,257,15.57,53,74,127,500,NA,NA,-0.218,-1.81,2021,7
Félix Potvin,26,TOR,G,565,57.83,NA,NA,NA,NA,14235,0.9,0.2,5.97,1998,NA
Gabriel Bourque,21,NSH,LW,242,13.28,31,47,78,318,NA,NA,-0.81,-6.33,2012,-14
Gabriel Carlsson,24,CBJ,D,52,12.95,3,10,13,32,NA,NA,0.033,0.06,2021,0
Gabriel Landeskog,24,COL,LW,738,19.42,248,323,571,2029,NA,NA,0.935,22.25,2017,77
Gabriel Vilardi,20,LAK,C,241,15.84,82,69,151,448,NA,NA,0.524,4.07,2020,9
Gage Goncalves,24,TBL,C,24,12.07,1,1,2,17,NA,NA,-1.243,-0.96,2025,0
Garnet Exelby,27,WPG,D,357,6.94,6,40,46,231,NA,NA,-0.682,-8.39,2009,-20
Garnet Hathaway,29,WSH,RW,269,12.58,30,46,76,352,NA,NA,-0.956,-8.29,2021,20
Garret Sparks,25,TOR,G,37,56.21,NA,NA,NA,NA,941,0.9,-1.236,-2.05,2019,NA
Garrett Burnett,28,ANA,LW,39,0,1,2,3,24,NA,NA,-1.202,-1.51,2004,0
Garry Bauman,27,DAL,G,26,49.77,NA,NA,NA,NA,581,0.89,-1.506,-1.62,1968,NA
Garry Galley,34,LAK,D,1149,0,125,475,600,2070,NA,NA,0.613,24.28,1998,1
Garry Howatt,21,NYI,LW,706,0,112,155,267,808,NA,NA,-0.573,-13.07,1974,46
Garry Lariviere,25,COL,D,219,0,6,57,63,200,NA,NA,0.03,0.23,1980,39
Garry Monahan,23,LAK,LW,734,0,116,169,285,1302,NA,NA,-0.6,-14.21,1970,-4
Garry Peters,25,PHI,C,229,0,27,28,55,483,NA,NA,-0.997,-7.36,1968,-44
Garry Unger,20,TOR,C,1105,0,413,391,804,3429,NA,NA,0.526,18.78,1968,-131
Garry Valk,30,PIT,LW,777,0,100,156,256,1047,NA,NA,-0.457,-11.450000000000001,1998,-1
